l_ipn,r_asn,f,year,month,day,dayofweek,f_scaled
1,1668,2,2006,7,11,1,-0.015943890338269866
1,1790,1,2006,7,11,1,-0.016117355187611336
1,2200,14,2006,7,11,1,-0.01386231214617224
1,3089,5,2006,7,11,1,-0.015423495790245458
1,3265,1381,2006,7,11,1,0.2232641369036158
1,3320,3,2006,7,11,1,-0.015770425488928395
1,3561,35,2006,7,11,1,-0.010219550310001392
1,3786,10,2006,7,11,1,-0.014556171543538115
1,3794,2,2006,7,11,1,-0.015943890338269866
1,4134,16,2006,7,11,1,-0.0135153824474893
1,4323,1,2006,7,11,1,-0.016117355187611336
1,4538,5,2006,7,11,1,-0.015423495790245458
1,4766,3,2006,7,11,1,-0.015770425488928395
1,4804,3,2006,7,11,1,-0.015770425488928395
1,4812,1,2006,7,11,1,-0.016117355187611336
1,4837,1,2006,7,11,1,-0.016117355187611336
1,6461,12,2006,7,11,1,-0.014209241844855176
1,8075,3,2006,7,11,1,-0.015770425488928395
1,9318,1,2006,7,11,1,-0.016117355187611336
1,9803,2,2006,7,11,1,-0.015943890338269866
1,9924,1,2006,7,11,1,-0.016117355187611336
1,9931,1,2006,7,11,1,-0.016117355187611336
1,10838,1,2006,7,11,1,-0.016117355187611336
1,11486,5,2006,7,11,1,-0.015423495790245458
1,12859,57,2006,7,11,1,-0.006403323624489075
1,14265,2,2006,7,11,1,-0.015943890338269866
1,14777,13,2006,7,11,1,-0.014035776995513708
1,14778,12,2006,7,11,1,-0.014209241844855176
1,15169,4,2006,7,11,1,-0.015596960639586929
1,17672,1,2006,7,11,1,-0.016117355187611336
1,17897,1,2006,7,11,1,-0.016117355187611336
1,24376,2,2006,7,11,1,-0.015943890338269866
1,25847,9,2006,7,11,1,-0.014729636392879584
1,32244,1,2006,7,11,1,-0.016117355187611336
1,39386,1,2006,7,11,1,-0.016117355187611336
2,209,18,2006,7,11,1,-0.013168452748806363
2,1312,257,2006,7,11,1,0.02828964624380471
2,3320,1,2006,7,11,1,-0.016117355187611336
2,3561,2,2006,7,11,1,-0.015943890338269866
2,4134,1,2006,7,11,1,-0.016117355187611336
2,4323,4,2006,7,11,1,-0.015596960639586929
2,6478,3,2006,7,11,1,-0.015770425488928395
2,7132,14,2006,7,11,1,-0.01386231214617224
2,7377,236,2006,7,11,1,0.024646884407633865
2,8001,1,2006,7,11,1,-0.016117355187611336
2,9506,79,2006,7,11,1,-0.002587096938976758
2,11537,1,2006,7,11,1,-0.016117355187611336
2,11840,1,2006,7,11,1,-0.016117355187611336
2,13749,1,2006,7,11,1,-0.016117355187611336
2,14265,365,2006,7,11,1,0.04702384997268336
2,19918,207,2006,7,11,1,0.019616403776731267
2,22625,1,2006,7,11,1,-0.016117355187611336
2,29863,8,2006,7,11,1,-0.014903101242221052
2,30099,12,2006,7,11,1,-0.014209241844855176
2,33260,4,2006,7,11,1,-0.015596960639586929
2,33651,113,2006,7,11,1,0.003310707938633186
3,1668,2,2006,7,11,1,-0.015943890338269866
3,3320,7,2006,7,11,1,-0.015076566091562521
3,3356,2,2006,7,11,1,-0.015943890338269866
3,4134,84,2006,7,11,1,-0.0017197726922694133
3,4804,2,2006,7,11,1,-0.015943890338269866
3,4812,1,2006,7,11,1,-0.016117355187611336
3,4837,1,2006,7,11,1,-0.016117355187611336
3,14265,2,2006,7,11,1,-0.015943890338269866
3,17897,1,2006,7,11,1,-0.016117355187611336
4,3320,2,2006,7,11,1,-0.015943890338269866
4,4134,3,2006,7,11,1,-0.015770425488928395
4,4538,1,2006,7,11,1,-0.016117355187611336
4,7132,2,2006,7,11,1,-0.015943890338269866
4,14777,6,2006,7,11,1,-0.01525003094090399
4,14778,2,2006,7,11,1,-0.015943890338269866
4,22855,16,2006,7,11,1,-0.0135153824474893
4,31976,83,2006,7,11,1,-0.0018932375416108823
4,33651,43,2006,7,11,1,-0.00883183151526964
5,1668,4,2006,7,11,1,-0.015596960639586929
5,2152,3,2006,7,11,1,-0.015770425488928395
5,3320,8,2006,7,11,1,-0.014903101242221052
5,3356,1,2006,7,11,1,-0.016117355187611336
5,3561,2,2006,7,11,1,-0.015943890338269866
5,4134,106,2006,7,11,1,0.002096453993242903
5,4538,6,2006,7,11,1,-0.01525003094090399
5,4804,6,2006,7,11,1,-0.01525003094090399
5,4837,1,2006,7,11,1,-0.016117355187611336
5,7132,4,2006,7,11,1,-0.015596960639586929
5,8070,5,2006,7,11,1,-0.015423495790245458
5,8075,7,2006,7,11,1,-0.015076566091562521
5,13867,2,2006,7,11,1,-0.015943890338269866
5,14265,2,2006,7,11,1,-0.015943890338269866
6,1668,4,2006,7,11,1,-0.015596960639586929
6,3320,6,2006,7,11,1,-0.01525003094090399
6,4134,90,2006,7,11,1,-0.0006789835962205997
6,4538,16,2006,7,11,1,-0.0135153824474893
6,4804,2,2006,7,11,1,-0.015943890338269866
6,4812,1,2006,7,11,1,-0.016117355187611336
6,4837,1,2006,7,11,1,-0.016117355187611336
6,9244,2,2006,7,11,1,-0.015943890338269866
6,9394,4,2006,7,11,1,-0.015596960639586929
6,14265,6,2006,7,11,1,-0.01525003094090399
6,17897,2,2006,7,11,1,-0.015943890338269866
7,3,1,2006,7,11,1,-0.016117355187611336
7,225,14,2006,7,11,1,-0.01386231214617224
7,1239,10,2006,7,11,1,-0.014556171543538115
7,1668,2,2006,7,11,1,-0.015943890338269866
7,2116,5,2006,7,11,1,-0.015423495790245458
7,2152,2,2006,7,11,1,-0.015943890338269866
7,2856,4,2006,7,11,1,-0.015596960639586929
7,3320,1,2006,7,11,1,-0.016117355187611336
7,3356,5,2006,7,11,1,-0.015423495790245458
7,3561,1,2006,7,11,1,-0.016117355187611336
7,3598,1,2006,7,11,1,-0.016117355187611336
7,3701,3,2006,7,11,1,-0.015770425488928395
7,4766,4,2006,7,11,1,-0.015596960639586929
7,4837,3,2006,7,11,1,-0.015770425488928395
7,6079,2,2006,7,11,1,-0.015943890338269866
7,6830,6,2006,7,11,1,-0.01525003094090399
7,6871,1,2006,7,11,1,-0.016117355187611336
7,7132,1,2006,7,11,1,-0.016117355187611336
7,8070,17,2006,7,11,1,-0.013341917598147832
7,8075,3,2006,7,11,1,-0.015770425488928395
7,8362,4,2006,7,11,1,-0.015596960639586929
7,8560,1,2006,7,11,1,-0.016117355187611336
7,9156,6,2006,7,11,1,-0.01525003094090399
7,9471,1,2006,7,11,1,-0.016117355187611336
7,10565,6,2006,7,11,1,-0.01525003094090399
7,12222,1,2006,7,11,1,-0.016117355187611336
7,15169,51,2006,7,11,1,-0.007444112720537888
7,17430,1,2006,7,11,1,-0.016117355187611336
7,18924,50,2006,7,11,1,-0.007617577569879357
7,21844,12,2006,7,11,1,-0.014209241844855176
8,2116,1,2006,7,11,1,-0.016117355187611336
8,2856,2,2006,7,11,1,-0.015943890338269866
8,3320,1,2006,7,11,1,-0.016117355187611336
8,3356,2,2006,7,11,1,-0.015943890338269866
8,4766,1,2006,7,11,1,-0.016117355187611336
8,4771,4,2006,7,11,1,-0.015596960639586929
8,4837,1,2006,7,11,1,-0.016117355187611336
8,6079,1,2006,7,11,1,-0.016117355187611336
8,6830,1,2006,7,11,1,-0.016117355187611336
8,6871,1,2006,7,11,1,-0.016117355187611336
8,7132,1,2006,7,11,1,-0.016117355187611336
8,8070,4,2006,7,11,1,-0.015596960639586929
8,9471,1,2006,7,11,1,-0.016117355187611336
8,15169,4,2006,7,11,1,-0.015596960639586929
9,102,192,2006,7,11,1,0.017014431036609233
9,299,14,2006,7,11,1,-0.01386231214617224
9,553,16,2006,7,11,1,-0.0135153824474893
9,2152,113,2006,7,11,1,0.003310707938633186
9,2165,2,2006,7,11,1,-0.015943890338269866
9,2497,14,2006,7,11,1,-0.01386231214617224
9,2714,6,2006,7,11,1,-0.01525003094090399
9,2914,6,2006,7,11,1,-0.01525003094090399
9,3561,29,2006,7,11,1,-0.011260339406050205
9,3614,78,2006,7,11,1,-0.002760561788318227
9,4265,18,2006,7,11,1,-0.013168452748806363
9,4323,18,2006,7,11,1,-0.013168452748806363
9,4436,1,2006,7,11,1,-0.016117355187611336
9,6432,23,2006,7,11,1,-0.012301128502099018
9,6453,6,2006,7,11,1,-0.01525003094090399
9,7018,4,2006,7,11,1,-0.015596960639586929
9,7132,3,2006,7,11,1,-0.015770425488928395
9,7342,2,2006,7,11,1,-0.015943890338269866
9,7349,6,2006,7,11,1,-0.01525003094090399
9,8070,3,2006,7,11,1,-0.015770425488928395
9,8182,46,2006,7,11,1,-0.008311436967245232
9,10565,1,2006,7,11,1,-0.016117355187611336
9,10763,8,2006,7,11,1,-0.014903101242221052
9,11111,2,2006,7,11,1,-0.015943890338269866
9,11383,2,2006,7,11,1,-0.015943890338269866
9,11486,3,2006,7,11,1,-0.015770425488928395
9,11944,22,2006,7,11,1,-0.012474593351440487
9,12179,9,2006,7,11,1,-0.014729636392879584
9,12182,3,2006,7,11,1,-0.015770425488928395
9,12222,3,2006,7,11,1,-0.015770425488928395
9,13756,23,2006,7,11,1,-0.012301128502099018
9,14806,14,2006,7,11,1,-0.01386231214617224
9,15169,345,2006,7,11,1,0.04355455298585398
9,15270,2,2006,7,11,1,-0.015943890338269866
9,17225,1,2006,7,11,1,-0.016117355187611336
9,17229,50,2006,7,11,1,-0.007617577569879357
9,17230,24,2006,7,11,1,-0.01212766365275755
9,21844,2,2006,7,11,1,-0.015943890338269866
9,22373,3,2006,7,11,1,-0.015770425488928395
9,25108,32,2006,7,11,1,-0.010739944858025798
9,25751,1,2006,7,11,1,-0.016117355187611336
9,26101,2,2006,7,11,1,-0.015943890338269866
9,26496,1,2006,7,11,1,-0.016117355187611336
9,29668,1,2006,7,11,1,-0.016117355187611336
9,29960,1,2006,7,11,1,-0.016117355187611336
9,30060,1,2006,7,11,1,-0.016117355187611336
9,33070,1,2006,7,11,1,-0.016117355187611336
9,33694,1,2006,7,11,1,-0.016117355187611336
0,209,2,2006,7,12,2,-0.015943890338269866
0,1221,1,2006,7,12,2,-0.016117355187611336
0,2152,1,2006,7,12,2,-0.016117355187611336
0,2914,1,2006,7,12,2,-0.016117355187611336
0,3249,1,2006,7,12,2,-0.016117355187611336
0,3320,1,2006,7,12,2,-0.016117355187611336
0,3356,1,2006,7,12,2,-0.016117355187611336
0,3561,31,2006,7,12,2,-0.010913409707367266
0,3671,18,2006,7,12,2,-0.013168452748806363
0,4134,1,2006,7,12,2,-0.016117355187611336
0,4230,1,2006,7,12,2,-0.016117355187611336
0,4544,1,2006,7,12,2,-0.016117355187611336
0,4766,2,2006,7,12,2,-0.015943890338269866
0,4837,1,2006,7,12,2,-0.016117355187611336
0,5617,1,2006,7,12,2,-0.016117355187611336
0,6432,3,2006,7,12,2,-0.015770425488928395
0,6461,1,2006,7,12,2,-0.016117355187611336
0,6503,3,2006,7,12,2,-0.015770425488928395
0,6678,1,2006,7,12,2,-0.016117355187611336
0,6939,1,2006,7,12,2,-0.016117355187611336
0,7015,1,2006,7,12,2,-0.016117355187611336
0,7016,1,2006,7,12,2,-0.016117355187611336
0,7132,1,2006,7,12,2,-0.016117355187611336
0,7643,2,2006,7,12,2,-0.015943890338269866
0,7738,1,2006,7,12,2,-0.016117355187611336
0,8151,1,2006,7,12,2,-0.016117355187611336
0,8167,1,2006,7,12,2,-0.016117355187611336
0,8764,1,2006,7,12,2,-0.016117355187611336
0,9121,2,2006,7,12,2,-0.015943890338269866
0,9318,1,2006,7,12,2,-0.016117355187611336
0,9800,1,2006,7,12,2,-0.016117355187611336
0,9829,1,2006,7,12,2,-0.016117355187611336
0,11060,1,2006,7,12,2,-0.016117355187611336
0,11351,1,2006,7,12,2,-0.016117355187611336
0,11892,1,2006,7,12,2,-0.016117355187611336
0,13193,1,2006,7,12,2,-0.016117355187611336
0,13462,26,2006,7,12,2,-0.01178073395407461
0,13867,2,2006,7,12,2,-0.015943890338269866
0,14000,1,2006,7,12,2,-0.016117355187611336
0,15557,1,2006,7,12,2,-0.016117355187611336
0,15635,1,2006,7,12,2,-0.016117355187611336
0,17964,99,2006,7,12,2,0.0008822000478526207
0,19262,1,2006,7,12,2,-0.016117355187611336
0,19893,1,2006,7,12,2,-0.016117355187611336
0,20214,1,2006,7,12,2,-0.016117355187611336
0,22381,1,2006,7,12,2,-0.016117355187611336
0,23404,1,2006,7,12,2,-0.016117355187611336
0,24863,1,2006,7,12,2,-0.016117355187611336
0,27699,2,2006,7,12,2,-0.015943890338269866
0,29717,4,2006,7,12,2,-0.015596960639586929
0,31820,2,2006,7,12,2,-0.015943890338269866
0,33287,1,2006,7,12,2,-0.016117355187611336
1,3,2,2006,7,12,2,-0.015943890338269866
1,680,1,2006,7,12,2,-0.016117355187611336
1,3265,1397,2006,7,12,2,0.2260395744930793
1,3320,4,2006,7,12,2,-0.015596960639586929
1,3462,2,2006,7,12,2,-0.015943890338269866
1,3561,9,2006,7,12,2,-0.014729636392879584
1,4134,4,2006,7,12,2,-0.015596960639586929
1,4266,4,2006,7,12,2,-0.015596960639586929
1,4657,4,2006,7,12,2,-0.015596960639586929
1,4755,6,2006,7,12,2,-0.01525003094090399
1,4766,4,2006,7,12,2,-0.015596960639586929
1,4812,1,2006,7,12,2,-0.016117355187611336
1,5089,1,2006,7,12,2,-0.016117355187611336
1,6461,12,2006,7,12,2,-0.014209241844855176
1,8075,41,2006,7,12,2,-0.009178761213952577
1,9808,1,2006,7,12,2,-0.016117355187611336
1,14777,6,2006,7,12,2,-0.01525003094090399
1,14778,18,2006,7,12,2,-0.013168452748806363
1,14780,3,2006,7,12,2,-0.015770425488928395
1,15169,1,2006,7,12,2,-0.016117355187611336
1,15464,1,2006,7,12,2,-0.016117355187611336
1,17429,2,2006,7,12,2,-0.015943890338269866
1,17547,1,2006,7,12,2,-0.016117355187611336
1,17964,99,2006,7,12,2,0.0008822000478526207
1,19262,2,2006,7,12,2,-0.015943890338269866
1,20214,4,2006,7,12,2,-0.015596960639586929
1,20473,1,2006,7,12,2,-0.016117355187611336
1,21840,2,2006,7,12,2,-0.015943890338269866
1,24376,2,2006,7,12,2,-0.015943890338269866
2,104,1,2006,7,12,2,-0.016117355187611336
2,209,24,2006,7,12,2,-0.01212766365275755
2,1312,106,2006,7,12,2,0.002096453993242903
2,2552,1,2006,7,12,2,-0.016117355187611336
2,3561,15,2006,7,12,2,-0.01368884729683077
2,4181,1,2006,7,12,2,-0.016117355187611336
2,4766,1,2006,7,12,2,-0.016117355187611336
2,6478,13,2006,7,12,2,-0.014035776995513708
2,7132,28,2006,7,12,2,-0.011433804255391674
2,7377,94,2006,7,12,2,1.4875801145276025e-05
2,8001,1,2006,7,12,2,-0.016117355187611336
2,9506,469,2006,7,12,2,0.06506419430419613
2,11414,8,2006,7,12,2,-0.014903101242221052
2,11537,1,2006,7,12,2,-0.016117355187611336
2,11840,4,2006,7,12,2,-0.015596960639586929
2,14265,260,2006,7,12,2,0.028810040791829118
2,16467,6,2006,7,12,2,-0.01525003094090399
2,17964,99,2006,7,12,2,0.0008822000478526207
2,19181,1,2006,7,12,2,-0.016117355187611336
2,19918,371,2006,7,12,2,0.04806463906873217
2,30099,4,2006,7,12,2,-0.015596960639586929
2,33260,8,2006,7,12,2,-0.014903101242221052
2,33651,86,2006,7,12,2,-0.0013728429935864755
3,3,2,2006,7,12,2,-0.015943890338269866
3,4134,3,2006,7,12,2,-0.015770425488928395
3,4766,2,2006,7,12,2,-0.015943890338269866
3,9803,1,2006,7,12,2,-0.016117355187611336
3,9808,1,2006,7,12,2,-0.016117355187611336
3,15464,1,2006,7,12,2,-0.016117355187611336
3,17964,2,2006,7,12,2,-0.015943890338269866
3,21840,1,2006,7,12,2,-0.016117355187611336
4,3320,21,2006,7,12,2,-0.012648058200781956
4,4323,1,2006,7,12,2,-0.016117355187611336
4,4766,1,2006,7,12,2,-0.016117355187611336
4,7132,31,2006,7,12,2,-0.010913409707367266
4,14778,4,2006,7,12,2,-0.015596960639586929
4,17964,99,2006,7,12,2,0.0008822000478526207
4,22855,14,2006,7,12,2,-0.01386231214617224
4,29895,3,2006,7,12,2,-0.015770425488928395
4,31976,84,2006,7,12,2,-0.0017197726922694133
4,33651,12,2006,7,12,2,-0.014209241844855176
5,2152,2,2006,7,12,2,-0.015943890338269866
5,3561,3,2006,7,12,2,-0.015770425488928395
5,4134,2,2006,7,12,2,-0.015943890338269866
5,4766,1,2006,7,12,2,-0.016117355187611336
5,4812,2,2006,7,12,2,-0.015943890338269866
5,4837,1,2006,7,12,2,-0.016117355187611336
5,8070,7,2006,7,12,2,-0.015076566091562521
5,8075,3,2006,7,12,2,-0.015770425488928395
5,13867,2,2006,7,12,2,-0.015943890338269866
5,15464,1,2006,7,12,2,-0.016117355187611336
5,17964,1,2006,7,12,2,-0.016117355187611336
5,21840,2,2006,7,12,2,-0.015943890338269866
6,3,2,2006,7,12,2,-0.015943890338269866
6,4134,5,2006,7,12,2,-0.015423495790245458
6,4766,2,2006,7,12,2,-0.015943890338269866
6,4812,1,2006,7,12,2,-0.016117355187611336
6,4837,1,2006,7,12,2,-0.016117355187611336
6,9394,5,2006,7,12,2,-0.015423495790245458
6,9803,2,2006,7,12,2,-0.015943890338269866
6,9808,1,2006,7,12,2,-0.016117355187611336
6,15464,1,2006,7,12,2,-0.016117355187611336
6,17964,2,2006,7,12,2,-0.015943890338269866
6,21840,1,2006,7,12,2,-0.016117355187611336
7,3356,1,2006,7,12,2,-0.016117355187611336
7,3701,1,2006,7,12,2,-0.016117355187611336
7,7018,1,2006,7,12,2,-0.016117355187611336
7,8070,2,2006,7,12,2,-0.015943890338269866
7,8075,2,2006,7,12,2,-0.015943890338269866
7,8560,2,2006,7,12,2,-0.015943890338269866
7,8642,34,2006,7,12,2,-0.01039301515934286
7,9156,3,2006,7,12,2,-0.015770425488928395
7,10565,3,2006,7,12,2,-0.015770425488928395
7,12222,1,2006,7,12,2,-0.016117355187611336
7,15169,60,2006,7,12,2,-0.005882929076464667
7,18924,46,2006,7,12,2,-0.008311436967245232
7,21844,7,2006,7,12,2,-0.015076566091562521
8,4,1,2006,7,12,2,-0.016117355187611336
8,209,2,2006,7,12,2,-0.015943890338269866
8,3209,1,2006,7,12,2,-0.016117355187611336
8,3816,1317,2006,7,12,2,0.21216238654576178
8,8070,2,2006,7,12,2,-0.015943890338269866
8,15169,4,2006,7,12,2,-0.015596960639586929
8,17964,15,2006,7,12,2,-0.01368884729683077
9,209,2,2006,7,12,2,-0.015943890338269866
9,2152,3,2006,7,12,2,-0.015770425488928395
9,2828,2,2006,7,12,2,-0.015943890338269866
9,2914,30,2006,7,12,2,-0.011086874556708736
9,3614,1,2006,7,12,2,-0.016117355187611336
9,4323,3,2006,7,12,2,-0.015770425488928395
9,8070,5,2006,7,12,2,-0.015423495790245458
9,8075,2,2006,7,12,2,-0.015943890338269866
9,10297,2,2006,7,12,2,-0.015943890338269866
9,11922,1,2006,7,12,2,-0.016117355187611336
9,11944,2,2006,7,12,2,-0.015943890338269866
9,15169,58,2006,7,12,2,-0.006229858775147605
9,20021,6,2006,7,12,2,-0.01525003094090399
9,30315,1,2006,7,12,2,-0.016117355187611336
0,209,3,2006,7,13,3,-0.015770425488928395
0,701,4,2006,7,13,3,-0.015596960639586929
0,2152,3,2006,7,13,3,-0.015770425488928395
0,2379,1,2006,7,13,3,-0.016117355187611336
0,2914,1,2006,7,13,3,-0.016117355187611336
0,3215,1,2006,7,13,3,-0.016117355187611336
0,3269,1,2006,7,13,3,-0.016117355187611336
0,3462,2,2006,7,13,3,-0.015943890338269866
0,3561,25,2006,7,13,3,-0.011954198803416081
0,3671,11,2006,7,13,3,-0.014382706694196645
0,3786,1,2006,7,13,3,-0.016117355187611336
0,4134,2,2006,7,13,3,-0.015943890338269866
0,4670,1,2006,7,13,3,-0.016117355187611336
0,4814,6,2006,7,13,3,-0.01525003094090399
0,4837,1,2006,7,13,3,-0.016117355187611336
0,5430,1,2006,7,13,3,-0.016117355187611336
0,5617,1,2006,7,13,3,-0.016117355187611336
0,6432,3,2006,7,13,3,-0.015770425488928395
0,6461,1,2006,7,13,3,-0.016117355187611336
0,6467,1,2006,7,13,3,-0.016117355187611336
0,6713,5,2006,7,13,3,-0.015423495790245458
0,6724,1,2006,7,13,3,-0.016117355187611336
0,6728,1,2006,7,13,3,-0.016117355187611336
0,6939,2,2006,7,13,3,-0.015943890338269866
0,7015,1,2006,7,13,3,-0.016117355187611336
0,7132,1,2006,7,13,3,-0.016117355187611336
0,8002,1,2006,7,13,3,-0.016117355187611336
0,8151,1,2006,7,13,3,-0.016117355187611336
0,8509,1,2006,7,13,3,-0.016117355187611336
0,8608,1,2006,7,13,3,-0.016117355187611336
0,9145,1,2006,7,13,3,-0.016117355187611336
0,9318,1,2006,7,13,3,-0.016117355187611336
0,9498,1,2006,7,13,3,-0.016117355187611336
0,10912,1,2006,7,13,3,-0.016117355187611336
0,11383,1,2006,7,13,3,-0.016117355187611336
0,11427,1,2006,7,13,3,-0.016117355187611336
0,11829,1,2006,7,13,3,-0.016117355187611336
0,12479,1,2006,7,13,3,-0.016117355187611336
0,12670,1,2006,7,13,3,-0.016117355187611336
0,13462,25,2006,7,13,3,-0.011954198803416081
0,13768,1,2006,7,13,3,-0.016117355187611336
0,13867,1,2006,7,13,3,-0.016117355187611336
0,14501,1,2006,7,13,3,-0.016117355187611336
0,14742,1,2006,7,13,3,-0.016117355187611336
0,14780,1,2006,7,13,3,-0.016117355187611336
0,16010,1,2006,7,13,3,-0.016117355187611336
0,17228,1,2006,7,13,3,-0.016117355187611336
0,17968,2,2006,7,13,3,-0.015943890338269866
0,19262,2,2006,7,13,3,-0.015943890338269866
0,21220,2,2006,7,13,3,-0.015943890338269866
0,22927,1,2006,7,13,3,-0.016117355187611336
0,24863,1,2006,7,13,3,-0.016117355187611336
0,26101,1,2006,7,13,3,-0.016117355187611336
0,27699,1,2006,7,13,3,-0.016117355187611336
0,29405,1,2006,7,13,3,-0.016117355187611336
0,29717,4,2006,7,13,3,-0.015596960639586929
0,30099,1,2006,7,13,3,-0.016117355187611336
0,31976,2,2006,7,13,3,-0.015943890338269866
0,35751,1,2006,7,13,3,-0.016117355187611336
1,2519,2,2006,7,13,3,-0.015943890338269866
1,2647,2,2006,7,13,3,-0.015943890338269866
1,2828,2,2006,7,13,3,-0.015943890338269866
1,3265,1429,2006,7,13,3,0.23159044967200632
1,3462,1,2006,7,13,3,-0.016117355187611336
1,3561,2,2006,7,13,3,-0.015943890338269866
1,3741,3,2006,7,13,3,-0.015770425488928395
1,4134,7,2006,7,13,3,-0.015076566091562521
1,4230,1,2006,7,13,3,-0.016117355187611336
1,4266,2,2006,7,13,3,-0.015943890338269866
1,4323,1,2006,7,13,3,-0.016117355187611336
1,4766,1,2006,7,13,3,-0.016117355187611336
1,4812,1,2006,7,13,3,-0.016117355187611336
1,4814,9,2006,7,13,3,-0.014729636392879584
1,6327,1,2006,7,13,3,-0.016117355187611336
1,6461,12,2006,7,13,3,-0.014209241844855176
1,6478,2,2006,7,13,3,-0.015943890338269866
1,7015,12,2006,7,13,3,-0.014209241844855176
1,7132,1,2006,7,13,3,-0.016117355187611336
1,8075,3,2006,7,13,3,-0.015770425488928395
1,8866,1,2006,7,13,3,-0.016117355187611336
1,8972,2,2006,7,13,3,-0.015943890338269866
1,9931,1,2006,7,13,3,-0.016117355187611336
1,10994,1,2006,7,13,3,-0.016117355187611336
1,11700,4,2006,7,13,3,-0.015596960639586929
1,12859,59,2006,7,13,3,-0.006056393925806137
1,13488,2,2006,7,13,3,-0.015943890338269866
1,13767,4,2006,7,13,3,-0.015596960639586929
1,14501,1,2006,7,13,3,-0.016117355187611336
1,14777,6,2006,7,13,3,-0.01525003094090399
1,14778,8,2006,7,13,3,-0.014903101242221052
1,15169,4,2006,7,13,3,-0.015596960639586929
1,16206,1,2006,7,13,3,-0.016117355187611336
1,20214,1,2006,7,13,3,-0.016117355187611336
1,20825,3,2006,7,13,3,-0.015770425488928395
1,23724,2,2006,7,13,3,-0.015943890338269866
1,29895,1,2006,7,13,3,-0.016117355187611336
2,81,3,2006,7,13,3,-0.015770425488928395
2,209,37,2006,7,13,3,-0.009872620611318453
2,1312,84,2006,7,13,3,-0.0017197726922694133
2,3561,3,2006,7,13,3,-0.015770425488928395
2,4323,5,2006,7,13,3,-0.015423495790245458
2,6478,7,2006,7,13,3,-0.015076566091562521
2,7015,1,2006,7,13,3,-0.016117355187611336
2,7018,95,2006,7,13,3,0.00018834065048674496
2,7132,3,2006,7,13,3,-0.015770425488928395
2,7377,74,2006,7,13,3,-0.0034544211856841027
2,7774,1,2006,7,13,3,-0.016117355187611336
2,9506,74,2006,7,13,3,-0.0034544211856841027
2,11414,2,2006,7,13,3,-0.015943890338269866
2,14265,218,2006,7,13,3,0.021524517119487423
2,14501,1,2006,7,13,3,-0.016117355187611336
2,16572,4,2006,7,13,3,-0.015596960639586929
2,19817,220,2006,7,13,3,0.02187144681817036
2,19918,411,2006,7,13,3,0.05500323304239093
2,29863,4,2006,7,13,3,-0.015596960639586929
2,30099,8,2006,7,13,3,-0.014903101242221052
2,33260,8,2006,7,13,3,-0.014903101242221052
3,4134,2,2006,7,13,3,-0.015943890338269866
3,4230,1,2006,7,13,3,-0.016117355187611336
3,4766,2,2006,7,13,3,-0.015943890338269866
3,4812,1,2006,7,13,3,-0.016117355187611336
3,4814,22,2006,7,13,3,-0.012474593351440487
3,7015,26,2006,7,13,3,-0.01178073395407461
3,8151,2,2006,7,13,3,-0.015943890338269866
3,8866,1,2006,7,13,3,-0.016117355187611336
3,8972,2,2006,7,13,3,-0.015943890338269866
3,9803,1,2006,7,13,3,-0.016117355187611336
3,13488,1,2006,7,13,3,-0.016117355187611336
3,14501,2,2006,7,13,3,-0.015943890338269866
3,16206,1,2006,7,13,3,-0.016117355187611336
3,19817,1,2006,7,13,3,-0.016117355187611336
4,4323,1,2006,7,13,3,-0.016117355187611336
4,4814,1,2006,7,13,3,-0.016117355187611336
4,7015,2,2006,7,13,3,-0.015943890338269866
4,7132,2,2006,7,13,3,-0.015943890338269866
4,14501,2,2006,7,13,3,-0.015943890338269866
4,14778,2,2006,7,13,3,-0.015943890338269866
4,22855,14,2006,7,13,3,-0.01386231214617224
4,29895,14,2006,7,13,3,-0.01386231214617224
4,31976,85,2006,7,13,3,-0.0015463078429279445
4,33651,5,2006,7,13,3,-0.015423495790245458
5,3356,1,2006,7,13,3,-0.016117355187611336
5,4134,2,2006,7,13,3,-0.015943890338269866
5,4230,2,2006,7,13,3,-0.015943890338269866
5,4766,2,2006,7,13,3,-0.015943890338269866
5,4814,5,2006,7,13,3,-0.015423495790245458
5,4837,1,2006,7,13,3,-0.016117355187611336
5,7015,11,2006,7,13,3,-0.014382706694196645
5,7341,1,2006,7,13,3,-0.016117355187611336
5,8070,2,2006,7,13,3,-0.015943890338269866
5,8866,1,2006,7,13,3,-0.016117355187611336
5,8972,1,2006,7,13,3,-0.016117355187611336
5,13488,6,2006,7,13,3,-0.01525003094090399
5,13867,2,2006,7,13,3,-0.015943890338269866
5,14501,2,2006,7,13,3,-0.015943890338269866
5,16206,1,2006,7,13,3,-0.016117355187611336
5,19817,1,2006,7,13,3,-0.016117355187611336
6,4134,2,2006,7,13,3,-0.015943890338269866
6,4230,2,2006,7,13,3,-0.015943890338269866
6,4766,5,2006,7,13,3,-0.015423495790245458
6,4812,1,2006,7,13,3,-0.016117355187611336
6,4814,4,2006,7,13,3,-0.015596960639586929
6,7015,25,2006,7,13,3,-0.011954198803416081
6,8151,2,2006,7,13,3,-0.015943890338269866
6,8972,2,2006,7,13,3,-0.015943890338269866
6,9394,4,2006,7,13,3,-0.015596960639586929
6,9803,2,2006,7,13,3,-0.015943890338269866
6,13488,2,2006,7,13,3,-0.015943890338269866
